id,name,normalized_name,gender
5840,Swedish Chef,swedish chef,
5841,BRITISH VOICE,british voice,
5842,Gordon Ramsay,gordon ramsay,
5843,Thug,thug,
5844,FOODIES,foodies,
5845,Young 'uns,young uns,
5846,Young Thug,young thug,
5847,Homer Taste Buds,homer taste buds,
5848,Paleontologist,paleontologist,
5849,Stagehand #1,stagehand 1,
5850,Stagehand #2,stagehand 2,
5851,Gang,gang,
5852,Neil Gaiman,neil gaiman,
5853,Lackeys,lackeys,
5854,Zombie Bride,zombie bride,
5855,Female Marketing Executive,female marketing executive,
5856,Male Marketing Executive,male marketing executive,
5857,Karaoke Operator,karaoke operator,
5858,Dottie,dottie,
5859,Regulator,regulator,
5860,Diversity Kitten,diversity kitten,
5861,Wheelchair Kitten,wheelchair kitten,
5862,Skanky Girl,skanky girl,
5863,Fatso,fatso,
5864,Eunice,eunice,
5865,Young Executive,young executive,
5866,Woman Executive,woman executive,
5867,Adult Audience,adult audience,
5868,Tick-Tock,tick-tock,
5869,Kevin Dillon,kevin dillon,
5870,Crew Members,crew members,
5871,Burly Crew Member,burly crew member,
5872,JANEANE GAROFOLO,janeane garofolo,
5873,Elderly Principal Skinner,elderly principal skinner,
5874,Jiff,jiff,
5875,Skippy,skippy,
5876,Adult Milhouse,adult milhouse,
5877,Zia,zia,
5878,Robot Doctor,robot doctor,
5879,Guitarist,guitarist,
5880,Holo-book,holo-book,
5881,Maude's Ghost,maudes ghost,
5882,Ticket Agent,ticket agent,
5883,Recorded Announcement,recorded announcement,
5884,Australian Man,australian man,
5885,Aged Burns,aged burns,
5886,Adult Kearney,adult kearney,
5887,Tree,tree,
5888,Handsome Male Android,handsome male android,
5889,Delivery Nurse,delivery nurse,
5890,Adult Ralph,adult ralph,
5891,Adult Ralph #2,adult ralph 2,
5892,Adult Ralph #3,adult ralph 3,
5893,'Lenny',lenny,
5894,'Carl',carl,
5895,Tsa Agent,tsa agent,
5896,Tsa Baby,tsa baby,
5897,Tsa Officer,tsa officer,
5898,Ethnic Man,ethnic man,
5899,Air Marshal,air marshal,
5900,Mystery Man,mystery man,
5901,Cbsbn Executive,cbsbn executive,
5902,Lefty Loony,lefty loony,
5903,Female Cbsbn Executive,female cbsbn executive,
5904,Chris Christie,chris christie,
5905,James Madison,james madison,
5906,Other Car's Driver,other cars driver,
5907,Fireman #1,fireman 1,
5908,Fireman #2,fireman 2,
5909,Fireman #3,fireman 3,
5910,Male Twin,male twin,
5911,2nd Male Twin,2nd male twin,
5912,Mexican Duffman,mexican duffman,
5913,Bar Rag,bar rag,
5914,Bartholomé,bartholomé,
5915,Lise,lise,
5916,Marguerite,marguerite,
5917,French Men,french men,
5918,Homeur,homeur,
5919,Archbishop Smithers,archbishop smithers,
5920,Le Duc,le duc,
5921,ARCHBISHOP,archbishop,
5922,Sponge,sponge,
5923,French Wiggum,french wiggum,
5924,Adoring Young Women,adoring young women,
5925,Viking Homer,viking homer,
5926,Viking Lenny,viking lenny,
5927,Monk #2,monk 2,
5928,Monk #3,monk 3,
5929,Persian Trader,persian trader,
5930,Christian Homer,christian homer,
5931,King Nelson,king nelson,
5932,Discarded Wives,discarded wives,
5933,Servant Jimbo,servant jimbo,
5934,Scheherazade,scheherazade,
5935,SCHERAZADE,scherazade,
5936,Nobleman,nobleman,
5937,Pope Julius,pope julius,
5938,Michelangelo,michelangelo,
5939,Rat,rat,
5940,Union Soldier,union soldier,
5941,Extra Large Underwear,extra large underwear,
5942,Robert Marlowe,robert marlowe,male
5943,Slick Publisher,slick publisher,male
5944,Adam,adam,
5945,Guy Driving By,guy driving by,
5946,Frida,frida,
5947,Jerri,jerri,
5948,3rd Twin,3rd twin,
5949,Pyramus' Father,pyramus father,
5950,Thisbe,thisbe,
5951,Parrot,parrot,
5952,Voice From Tv,voice from tv,
5953,Hadley,hadley,
5954,Pauline Pfeiffer,pauline pfeiffer,
5955,Marlin,marlin,
5956,Cloaked Member,cloaked member,
5957,HANK WILLIAMS,hank williams,
5958,Shelbyville Announcer,shelbyville announcer,
5959,Julian Assange,julian assange,
5960,Paula Paul,paula paul,
5961,Marine,marine,
5962,Perky Checkout Lady,perky checkout lady,
5963,Shepard Fairey,shepard fairey,
5964,Robbie Conal,robbie conal,
5965,Kenny Scharf,kenny scharf,
5966,Pompous Arts Editor,pompous arts editor,
5967,Arts Editors,arts editors,
5968,Ron English,ron english,
5969,Thought Bubble Apu,thought bubble apu,
5970,Store Worker,store worker,
5971,MUCH-SCARIER DEATH,much-scarier death,
5972,'Shorts' Bart,shorts bart,
5973,'Shorts' Homer,shorts homer,
5974,'Shorts' Lisa,shorts lisa,
5975,'Shorts' Marge,shorts marge,
5976,Sideshow Mel Shakespeare,sideshow mel shakespeare,
5977,Moes,moes,
5978,FLANDERS' MOUTH AND MOUSTACHE,flanders mouth and moustache,
5979,Lang-Soo,lang-soo,
5980,Table Of Brunchers,table of brunchers,
5981,BEAUTIFUL BOY,beautiful boy,
5982,Robot Catcher,robot catcher,
5983,Robot 3rd Baseman,robot 3rd baseman,
5984,Pointing Robot,pointing robot,
5985,Another Robot,another robot,
5986,Yet Another Robot,yet another robot,
5987,Dying Robot,dying robot,
5988,Robot #3,robot 3,
5989,Hound,hound,
5990,Fishing Robot,fishing robot,
5991,Fitness Salesman,fitness salesman,
5992,Elderly Homer,elderly homer,
5993,Elderly Marge,elderly marge,
5994,Terrified Man,terrified man,
5995,'Jennifer Aniston',jennifer aniston,
5996,Handsome Funny Guy,handsome funny guy,
5997,Shirtless Rugged Man,shirtless rugged man,
5998,Kitten,kitten,
5999,Thought Bubble Jimbo,thought bubble jimbo,
6000,1-Year-Old Homer,1-year-old homer,
6001,Strange Man,strange man,
6002,Giant Cat,giant cat,
6003,Check-in Agent,check-in agent,
6004,Tough Announcer,tough announcer,
6005,Kidzone Rep,kidzone rep,
6006,Caribbean Boy,caribbean boy,
6007,Singaporean Girl,singaporean girl,
6008,80-Year-Old Bart,80-year-old bart,
6009,Elderly Nelson,elderly nelson,
6010,Skeet Shooter,skeet shooter,
6011,Captain Svalbard,captain svalbard,
6012,Norwegian Ensign,norwegian ensign,
6013,Joey Scazzazone,joey scazzazone,
6014,Cult Followers,cult followers,
6015,Filipino Steward,filipino steward,
6016,Wheelchair Boy,wheelchair boy,
6017,Dave the Lifeguard,dave the lifeguard,
6018,Treat Williams,treat williams,
6019,Portuguese Boy,portuguese boy,
6020,Cruiser,cruiser,
6021,Russian Businessman,russian businessman,
6022,Criminal Guests,criminal guests,
6023,German Criminal,german criminal,
6024,Mistress,mistress,
6025,Homer's Reflection,homers reflection,
6026,Hufnpuffalus,hufnpuffalus,
6027,Drug Lord,drug lord,
6028,DRUG LORD'S WIFE,drug lords wife,
6029,Feminist Left-handed Woman,feminist left-handed woman,
6030,Strident Left-handed Man,strident left-handed man,
6031,Lgbt Group,lgbt group,
6032,Embarrassed Man,embarrassed man,
6033,Christian Teacher,christian teacher,
6034,Talking Dog,talking dog,
6035,Older Flanders,older flanders,
6036,College Grad Todd,college grad todd,
6037,Sally Scantron Sheet,sally scantron sheet,
6038,Peter Pencil,peter pencil,
6039,SALLY/PETER,sallypeter,
6040,Sleazy Sam,sleazy sam,
6041,Farmwife,farmwife,
6042,Pistons,pistons,
6043,Rowan Priddis,rowan priddis,male
6044,CAIN,cain,male
6045,Senior Tsa Agent,senior tsa agent,
6046,Wardrobe Man,wardrobe man,
6047,Dangling Accountant,dangling accountant,
6048,SPUCKLER KID,spuckler kid,
6049,CROWD OW,crowd ow,
6050,Voice Chip,voice chip,
6051,Manhole Paparazzo,manhole paparazzo,
6052,Egg Bearers,egg bearers,
6053,Egg Bearer,egg bearer,
6054,Crowd In Bleachers,crowd in bleachers,
6055,Old Man Wellbottom,old man wellbottom,
6056,J.J. Hunsecker,jj hunsecker,
6057,N.Y. Father,ny father,
6058,N.Y. Mother,ny mother,
6059,Buff Cowboy,buff cowboy,
6060,New York Cab Driver,new york cab driver,
6061,Sophisticated Girl,sophisticated girl,
6062,Theater Cashier,theater cashier,
6063,New York Guy,new york guy,
6064,Guitar Player,guitar player,
6065,Shakespearean Vendor,shakespearean vendor,
6066,Other Audience Members,other audience members,
6067,Unidentified Baldwin,unidentified baldwin,
6068,Unidentified Estevez,unidentified estevez,
6069,Hipster Man,hipster man,
6070,Shakespearean Actor,shakespearean actor,
6071,New York Cop,new york cop,
6072,Al Roker,al roker,
6073,Barts,barts,
6074,'t',t,
6075,Ethereal Being,ethereal being,
6076,2nd Ethereal Being,2nd ethereal being,
6077,Ethereal Beings,ethereal beings,
6078,Little Marge,little marge,
6079,PATTY/SELMA,pattyselma,
6080,DEMONS,demons,
6081,Mysterious Figure,mysterious figure,
6082,Corrupt Pope Homer,corrupt pope homer,
6083,Fop Homer,fop homer,
6084,Caveman Homer,caveman homer,
6085,Egyptian Slave Homer,egyptian slave homer,
6086,Jeff Gordon,jeff gordon,
6087,Evil Wizard,evil wizard,
6088,Meredith Milgram,meredith milgram,
6089,Septuplets,septuplets,
6090,Thought Bubble Dr. Hibbert,thought bubble dr hibbert,
6091,THOUGHT BUBBLE BERNICE,thought bubble bernice,
6092,Roberto Dinero,roberto dinero,
6093,ROBERT DINERO,robert dinero,
6094,Female Orderly,female orderly,
6095,Male Orderly,male orderly,
6096,Burly Biker,burly biker,
6097,Spiro,spiro,
6098,YOUNG SPIRO,young spiro,
6099,Marvin Hamlisch,marvin hamlisch,
6100,CHANTEUSE,chanteuse,
6101,YOUNG RITA,young rita,
6102,RITA,rita,
6103,Jennifer Tilly,jennifer tilly,
6104,Puppet,puppet,
6105,Dealer Avatar,dealer avatar,
6106,Elderly Owner,elderly owner,
6107,Joey the Arsonist,joey the arsonist,
6108,Kenny the Problem,kenny the problem,
6109,Bulgarian Woman,bulgarian woman,
6110,Giant Grasshopper,giant grasshopper,
6111,Teenage Female Voice,teenage female voice,
6112,Teenage Female Voice #2,teenage female voice 2,
6113,Relieved Mom,relieved mom,
6114,Crazed Dad,crazed dad,
6115,Girl's Mom,girls mom,
6116,Barney Blimp,barney blimp,
6117,Dejected Barfly,dejected barfly,
6118,Auditor,auditor,
6119,Pleasant Voice,pleasant voice,
6120,Distinguished Elderly Voice,distinguished elderly voice,
6121,7-Year-Old Brockman,7-year-old brockman,
6122,Short Man,short man,
6123,Upbeat Announcer,upbeat announcer,
6124,Man With Tree Hat,man with tree hat,
6125,Tree Hoper,tree hoper,
6126,Seminar Leader,seminar leader,
6127,Donut Man/terence,donut manterence,
6128,T-Rex,t-rex,
6129,YO-YO,yo-yo,
6130,Tattoo Artist,tattoo artist,
6131,Nursing Women,nursing women,
6132,Nursing Toddler,nursing toddler,
6133,Cool Kids,cool kids,
6134,Colin Meloy,colin meloy,
6135,Pretentious Rat Lover,pretentious rat lover,
6136,Futuristic Man,futuristic man,
6137,Old-timey Hipster,old-timey hipster,
6138,MyPhone,myphone,
6139,Cool People,cool people,
6140,Villageville Crowd,villageville crowd,
6141,Electronic Donkey Voice,electronic donkey voice,
6142,Bongo,bongo,
6143,Baby Homer,baby homer,
6144,Toad,toad,
6145,Terence,terence,male
6146,Young Herman,young herman,
6147,12-Year-Old Lou,12-year-old lou,
6148,Miss Viola,miss viola,
6149,Other Dad,other dad,
6150,Mom With Laser,mom with laser,
6151,Moms,moms,
6152,Red Dad,red dad,
6153,Furious Dad,furious dad,
6154,Psycho Dad,psycho dad,
6155,Ape Heads,ape heads,
6156,Dr. Eugene Blatz,dr eugene blatz,
6157,Overlord,overlord,
6158,Post-apocalyptic Crowd,post-apocalyptic crowd,
6159,Prepper,prepper,
6160,Zombie Kid,zombie kid,
6161,Zombie Dad,zombie dad,
6162,MOLEMAN JR.,moleman jr,
6163,Jennifer,jennifer,
6164,Angel Skinner,angel skinner,
6165,Mrs. Skinner Devil,mrs skinner devil,
6166,Popeyes,popeyes,
6167,Wrecking Ball Operator,wrecking ball operator,
6168,Bird Wrangler,bird wrangler,
6169,Mav,mav,
6170,Portia,portia,
6171,Mav's Dad,mavs dad,
6172,Male Gps,male gps,
6173,Musicologist,musicologist,
6174,Other Musicologist,other musicologist,
6175,French-canadian Mountain Man,french-canadian mountain man,
6176,HILLBILLY M.C.,hillbilly mc,
6177,Barry the Satellite TV Guy,barry the satellite tv guy,
6178,Devon Peacock,devon peacock,
6179,SUPERHERO WITH CLAWS,superhero with claws,
6180,Max Weinberg,max weinberg,
6181,Brazilian Man,brazilian man,
6182,Brazilian 12-year-old Boy,brazilian 12-year-old boy,
6183,Melvis,melvis,
6184,Caricature,caricature,
6185,Ol' Joe Clabby,ol joe clabby,
6186,Front Desk Man,front desk man,
6187,Kicked-out Husband #1,kicked-out husband 1,
6188,Kicked-out Husband #2,kicked-out husband 2,
6189,Robert A. Caro,robert a caro,
6190,'ALAN RICKMAN',alan rickman,
6191,Video Game Woman,video game woman,
6192,Futuristic Computer,futuristic computer,
6193,Sensitive Female Voice,sensitive female voice,
6194,Hillbilly,hillbilly,
6195,Hillbilly #2,hillbilly 2,
6196,Face,face,
6197,Storytime Sue,storytime sue,
6198,DUFFMAN VOICE MILHOUSE,duffman voice milhouse,
6199,Cute Puppet,cute puppet,
6200,Bus Vendor,bus vendor,
6201,Bus Station Guy,bus station guy,
6202,P.R. Person,pr person,
6203,Macho Narrator,macho narrator,
6204,CJ Ramone,cj ramone,
6205,Oldsters,oldsters,
6206,Angry Crowd,angry crowd,
6207,Glamorous Godfrey,glamorous godfrey,
6208,Swedish Wrestler,swedish wrestler,
6209,Elderly Audience,elderly audience,
6210,Nerdy Fat Kid,nerdy fat kid,
6211,Nurse Dora,nurse dora,
6212,Capri,capri,
6213,Richard Dawkins Demon,richard dawkins demon,
6214,Color Man,color man,
6215,Man Stuck Inside,man stuck inside,
6216,Middle-aged Jasper,middle-aged jasper,
6217,Janet Reno,janet reno,
6218,Middle-aged Jewish Man,middle-aged jewish man,
6219,Justine,justine,
6220,School Courtroom,school courtroom,
6221,Evil Scientist,evil scientist,
6222,Superspy,superspy,
6223,Chef Naziwa,chef naziwa,
6224,Male Diner,male diner,
6225,Stella,stella,
6226,Stanley Kowalski,stanley kowalski,
6227,Stanley Kowalski Milhouse,stanley kowalski milhouse,
6228,School Therapist,school therapist,
6229,Searchy,searchy,
6230,Brando's Head,brandos head,
6231,'KARL MALDEN',karl malden,
6232,Piece Of Sushi,piece of sushi,
6233,GHIBLI-ESQUE CREATURES,ghibli-esque creatures,
6234,Chefs,chefs,
6235,Fat Brando,fat brando,
6236,Sex Shop Salesman,sex shop salesman,
6237,Sushi Piece,sushi piece,
6238,2nd Sushi Piece,2nd sushi piece,
6239,Female Parishioners,female parishioners,
6240,Parishioners,parishioners,
6241,Oogle Driver,oogle driver,
6242,Oogle Worker,oogle worker,
6243,Warm Female Voice,warm female voice,
6244,Male Singers,male singers,
6245,Rev. Hooper,rev hooper,male
6246,Ms. Cantwell,ms cantwell,female
6247,Lloyd,lloyd,male
6248,Ken,ken,
6249,Doesn't Like Anything,doesnt like anything,
6250,Cop With A Secret,cop with a secret,
6251,Sonny Rollins,sonny rollins,
6252,Man In Van,man in van,
6253,Princess Diana,princess diana,
6254,Gandhi,gandhi,
6255,Stockbrokers,stockbrokers,
6256,Frink-E-Min,frink-e-min,
6257,Slava,slava,
6258,Zhenya,zhenya,
6259,Vigorous Older Man,vigorous older man,
6260,Justin Bieber,justin bieber,
6261,Men In Audience,men in audience,
6262,Male British Announcer,male british announcer,
6263,Planet Jackson,planet jackson,
6264,French Scientist,french scientist,
6265,Blaise Pascal,blaise pascal,
6266,Silly Squirrel,silly squirrel,
6267,Male Icelander,male icelander,
6268,Ingimar,ingimar,
6269,Icelanders,icelanders,
6270,Female Icelander,female icelander,
6271,Wise Old Icelander,wise old icelander,
6272,Carl's Father,carls father,
6273,Everyone In Iceland,everyone in iceland,
6274,1-Year-Old Bart,1-year-old bart,
6275,1-Year-Old Nelson,1-year-old nelson,
6276,Hippie-looking Guy,hippie-looking guy,
6277,Pbs Announcer,pbs announcer,
6278,Mr. Drake,mr drake,
6279,Polly,polly,
6280,Lord Upton,lord upton,
6281,DOWAGER GRANDMUM,dowager grandmum,
6282,Homer's Friends,homers friends,
6283,800-Pound Homer,800-pound homer,
6284,Thought Bubble Ben,thought bubble ben,
6285,George H. W. Bush,george h w bush,
6286,Booth Worker,booth worker,
6287,Frumpy Friend,frumpy friend,
6288,Halpern,halpern,
6289,Official-sounding Voice,official-sounding voice,
6290,Fat In The Hat,fat in the hat,
6291,Borax,borax,
6292,Fighter Pilots,fighter pilots,
6293,Fighter Pilot #1,fighter pilot 1,
6294,Fighter Pilot #2,fighter pilot 2,
6295,Legless Wiseguy,legless wiseguy,
6296,Big Mouth,big mouth,
6297,Freaks,freaks,
6298,Kent Brockman's Thoughts,kent brockmans thoughts,
6299,MR. BURNS.,mr burns,
6300,Lilah,lilah,
6301,Rachel Maddow,rachel maddow,
6302,Dexter Colt,dexter colt,
6303,'newsstand Operator',newsstand operator,
6304,Siri,siri,
6305,Marksman,marksman,
6306,NANCY SINATRA-TYPE SINGER,nancy sinatra-type singer,
6307,MAN ON FIRE,man on fire,
6308,MAN WITH WINGS,man with wings,
6309,WILLIAM CONRAD-STYLE NARRATOR,william conrad-style narrator,
6310,GRETCHEN,gretchen,
6311,LAMAZE INSTRUCTOR,lamaze instructor,
6312,CALLIOPE,calliope,
6313,TOY COW,toy cow,
6314,JOY,joy,
6315,HOMER JR.,homer jr,
6316,Drivers,drivers,
6317,Pigsty,pigsty,
6318,1st First Grader,1st first grader,
6319,2nd First Grader,2nd first grader,
6320,Walter Mondale,walter mondale,
6321,John Kerry,john kerry,
6322,Anderson Cooper,anderson cooper,
6323,Male Singer,male singer,
6324,Female Astronaut,female astronaut,
6325,Sea Sponge,sea sponge,
6326,Squiduardo,squiduardo,
6327,Widowfish,widowfish,
6328,President Obama,president obama,
6329,Aspiring Krustys,aspiring krustys,
6330,Rastafarian Krusty,rastafarian krusty,
6331,Jamaican Singers,jamaican singers,
6332,Itchem,itchem,
6333,Somber Irish Krusty,somber irish krusty,
6334,Irish Clown Father,irish clown father,
6335,Pregnant Irish Girl,pregnant irish girl,
6336,IRISH KRUSTY,irish krusty,
6337,Krustys,krustys,
6338,Mexican Krusty,mexican krusty,
6339,Botswana Krusty,botswana krusty,
6340,Jimmy Stewart,jimmy stewart,
6341,Mechanical Spider,mechanical spider,
6342,Slavic Man,slavic man,
6343,Midwestern Dad,midwestern dad,
6344,Midwestern Woman,midwestern woman,
6345,Boarder,boarder,
6346,Female Boarder,female boarder,
6347,Out-of-towners,out-of-towners,
6348,Church Reporter,church reporter,
6349,CGI HOMER,cgi homer,
6350,Female Tourist,female tourist,
6351,Honeymooning Bride,honeymooning bride,
6352,King Winter,king winter,
6353,Child's Mother,childs mother,
6354,Child's Father,childs father,
6355,Nasreen,nasreen,
6356,Boarders,boarders,
6357,Singing Man,singing man,
6358,British Tourist,british tourist,
6359,Plant Employee #1,plant employee 1,
6360,Plant Employee #2,plant employee 2,
6361,The Collider,the collider,
6362,Altar Boy,altar boy,
6363,Raiders Dad,raiders dad,
6364,Altar Boy Usher,altar boy usher,
6365,Serious Announcer,serious announcer,
6366,Paul Rudd,paul rudd,
6367,Leslie Mann,leslie mann,
6368,Sleazy Executive,sleazy executive,
6369,Deputy Director Gratman,deputy director gratman,
6370,Young Fbi Agent,young fbi agent,
6371,Fbi Trooper #1,fbi trooper 1,
6372,Fbi Trooper #2,fbi trooper 2,
6373,Fbi Trooper #3,fbi trooper 3,
6374,Criminal #1,criminal 1,
6375,Criminal #2,criminal 2,
6376,Criminals,criminals,
6377,Criminal #3,criminal 3,
6378,Gottfrid,gottfrid,
6379,Death Metal Lead Singer,death metal lead singer,
6380,Judd Apatow,judd apatow,
6381,SETH ROGEN,seth rogen,
6382,Producers,producers,
6383,Federal Judge,federal judge,
6384,Producer #1,producer 1,
6385,Producer #2,producer 2,
6386,Producer #3,producer 3,
6387,Producer #4,producer 4,
6388,Channing Tatum,channing tatum,
6389,GRIM ANNOUNCER,grim announcer,
6390,Radioactive Man's Thoughts,radioactive mans thoughts,
6391,The Fracker,the fracker,
6392,Charcoal Briquette,charcoal briquette,
6393,Citizen Solar,citizen solar,
6394,Wind Lad,wind lad,
6395,Petroleus Rex,petroleus rex,
6396,Harlan Ellison,harlan ellison,
6397,Strawberry,strawberry,
6398,Real Stan Lee,real stan lee,
6399,Kumiko,kumiko,
6400,Jim-jam Bonks,jim-jam bonks,
6401,Yutaka,yutaka,
6402,Michiko,michiko,
6403,Bart Snail,bart snail,
6404,Stress Ball,stress ball,
6405,Will Lyman,will lyman,
6406,Anonymous Expert,anonymous expert,
6407,Glasses,glasses,
6408,Hershey's Kid,hersheys kid,
6409,Owl Valentine,owl valentine,
6410,Jonesy,jonesy,
6411,Dr. Carlock,dr carlock,
6412,Rev. Kartawijaya,rev kartawijaya,
6413,Devil Kid,devil kid,
6414,Kid With Lisp,kid with lisp,
6415,FREEDOM,freedom,
6416,Comic Book Guy's Bird,comic book guys bird,
6417,Animated Krusty,animated krusty,
6418,Alarmist Narrator,alarmist narrator,
